ObjectID,Route Location:,Route ID:,Select the statement that best describes the amount and distribution of litter in the street.,Does litter obstruct the street?,Select the statement that best describes the amount and distribution of litter on the sidewalk.,How many large abandoned items are present?,What types of items are present? (select all that apply),Other dumped items:,Does illegal dumping obstruct the street?,How many instances of graffiti are present on private property or on the sidewalk or non-painted curb immediately adjacent to private property?,How many instances of graffiti are present on SF gov property?,How many instances of graffiti are present on other property?,Select the statement that best describes the amount and distribution of broken glass on the street and sidewalk:,How many instances of broken glass are present along the sidewalk and street?,How many instances of feces are present?,How many abandoned syringes are present?,How many used or opened condoms are present?,How many dead animals are present?,Does the route have one or more trash receptacles?,Are any trash receptacles overflowing?,Is sidewalk clearance less than 4 feet wide or 8 feet high at any point?,"If yes, identify the cause (select all that apply)",Other sidewalk obstructions:,Does the sidewalk have any defects that have not been marked for repair?,Does the sidewalk have any marked defects that have not been repaired?,How severe are the pavement defects?,Do you detect any strong unpleasant or offensive odors along the street or sidewalk?,"If yes, is the odor from a sewer or catch basin?",Does the route have one or more transit shelters?,Which of the following issues are present in or on any of the transit shelters along the route?,Is this route predominantly residential or commercial/industrial/mixed use?,CreationDate,x,y,the_geom,SF Find Neighborhoods 2,Analysis Neighborhoods 2,Current Supervisor Districts 2
4337,30th St BETWEEN Dolores St AND Church St,1978,3,0,3,1,4,,0,0,1,3,1,,0,0,0,0,1,0,1,13,,1,0,3,0,,0,,2,03/16/2023 04:56:23 PM,-122.425375740431,37.7421671106774,POINT (-122.425375740431 37.7421671106774),59,10,5
2541,16th Ave BETWEEN Quintara St AND Rivera St,4418,3,0,3,0,,,,0,20,0,1,,0,0,0,0,0,,1,13,,1,0,2,0,,0,,2,10/14/2022 03:16:48 PM,-122.472807630951,37.7478541102064,POINT (-122.472807630951 37.7478541102064),44,41,8
3906,Pacheco St BETWEEN 10th Ave AND 11th Ave,10463,2,0,3,0,,,,0,4,0,1,,0,0,0,0,0,,1,133,,1,0,2,0,,0,,2,02/17/2023 06:31:28 PM,-122.467102092815,37.751247061207,POINT (-122.467102092815 37.751247061207),44,14,8
1309,24th St BETWEEN Vicksburg St AND Sanchez St,2469,2,0,2,0,,,,0,0,0,1,,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,05/26/2022 07:52:59 PM,-122.429116493259,37.751609269403,POINT (-122.429116493259 37.751609269403),84,22,5
42,Grant Ave BETWEEN California St AND Sacramento St,7089,1,,2,1,3,,0,7,16,4,1,,0,0,0,0,1,0,0,,,0,0,,0,,0,,,01/21/2022 12:30:16 AM,-122.406047015653,37.7929201752479,POINT (-122.406047015653 37.7929201752479),104,6,3
127,Visitacion Ave BETWEEN Delta St AND Schwerin St,15703,2,0,2,5,3411,,0,0,0,0,5,1,35,0,0,0,0,,1,13,,1,0,1,0,,1,1,,01/26/2022 09:39:10 PM,-122.410197783831,37.7120842047413,POINT (-122.410197783831 37.7120842047413),75,40,9
3648,23rd St BETWEEN Tennessee St AND Indiana St,4679,2,0,2,0,,,,8,20,2,1,,2,0,0,0,1,0,0,,,1,0,1,0,,0,,1,02/07/2023 05:50:23 PM,-122.389961702226,37.7552717658277,POINT (-122.389961702226 37.7552717658277),55,26,9
3946,Newhall St BETWEEN Galvez Ave AND Hudson Ave,9545,2,0,4,0,,,,5,0,0,3,1,0,0,0,0,0,,0,,,0,0,,0,,0,,,02/20/2023 06:25:57 PM,-122.387990305317,37.7403581275006,POINT (-122.387990305317 37.7403581275006),86,1,9
2041,Waithman Way BETWEEN Ulloa St AND Portola Dr,16806,1,,2,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,0,0,,0,,0,,2,07/29/2022 07:33:47 PM,-122.45658362483,37.7419134890882,POINT (-122.45658362483 37.7419134890882),49,41,8
2853,Saint Francis Blvd BETWEEN Santa Ana Ave AND San Benito Way,14275,1,,1,0,,,,0,0,0,2,1,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,11/15/2022 07:58:41 PM,-122.467549062161,37.7348819780707,POINT (-122.467549062161 37.7348819780707),116,41,8
212,Divisadero St BETWEEN O'farrell St AND Geary Blvd,1305,2,0,4,0,,,,3,9,40,2,1,0,0,0,0,1,0,0,,,1,1,1,0,,1,512,1,01/31/2022 07:59:38 PM,-122.439455299086,37.7828782770282,POINT (-122.439455299086 37.7828782770282),13,39,11
2235,Laidley St BETWEEN 30th St AND Noe St,8716,3,0,3,0,,,,2,1,2,4,1,4,0,0,0,1,1,1,12313,,1,1,3,0,,0,,2,08/23/2022 09:30:59 PM,-122.431557969573,37.7410816236404,POINT (-122.431557969573 37.7410816236404),59,10,5
4530,Hill Dr BETWEEN Galvez Ave AND Hudson Ave,14783,2,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,0,0,,0,,0,,2,04/11/2023 06:53:54 PM,-122.367093521803,37.7283450118332,POINT (-122.367093521803 37.7283450118332),78,1,9
1994,07th St BETWEEN Folsom St AND Harrison St,2018,3,0,3,1,6,,0,30,12,38,1,,7,0,0,0,0,,0,,,1,0,3,0,,1,56,1,07/27/2022 11:16:05 PM,-122.407082219813,37.7761350792392,POINT (-122.407082219813 37.7761350792392),32,34,10
1472,Balboa St BETWEEN 32nd Ave AND 33rd Ave,13068,2,0,2,2,811,,0,1,4,2,1,,0,0,0,0,1,0,0,,,1,0,2,0,,1,1,1,06/03/2022 04:53:13 PM,-122.492515064792,37.7759402389866,POINT (-122.492515064792 37.7759402389866),8,29,4
892,Grant Ave BETWEEN Market St AND Geary St,7097,3,0,3,1,3,,0,0,0,2,1,,0,0,0,0,0,,0,,,0,0,,0,,0,,1,04/05/2022 04:19:24 PM,-122.40494781641,37.7872375477364,POINT (-122.40494781641 37.7872375477364),19,8,3
793,03rd St BETWEEN Revere Ave AND Thornton Ave,6063,2,0,2,0,,,,7,5,6,2,5,6,0,0,0,1,0,1,13,,1,0,2,0,,1,56,,03/23/2022 06:59:01 PM,-122.391903365796,37.7315674490156,POINT (-122.391903365796 37.7315674490156),87,1,9
640,16th St BETWEEN Valencia St AND Guerrero St,12214,4,0,4,10,37,,0,101,101,19,3,1,1,0,0,0,1,1,0,,,1,0,2,0,,1,1269,1,02/18/2022 07:58:35 PM,-122.423007781342,37.7648553640396,POINT (-122.423007781342 37.7648553640396),37,20,5
1750,Mission St BETWEEN Mount Vernon Ave AND Florentine Ave,9746,2,0,3,0,,,,94,100,1,1,,2,0,0,0,0,,0,,,1,0,1,0,,0,,1,06/16/2022 06:02:55 PM,-122.443319794844,37.7139695839866,POINT (-122.443319794844 37.7139695839866),80,28,1
4091,Guerrero St BETWEEN 14th St AND 15th St,6984,3,0,2,3,511,,0,39,44,14,2,1,0,0,0,0,0,,1,2,,1,0,1,0,,0,,2,02/24/2023 11:13:12 PM,-122.424383088568,37.7672031856256,POINT (-122.424383088568 37.7672031856256),37,20,5
1920,Washington St BETWEEN Powell St AND Mason St,15648,4,0,2,0,,,,84,10,4,3,2,0,0,0,0,1,0,0,,,1,0,2,0,,0,,2,07/22/2022 07:51:15 PM,-122.410555804693,37.7946355743793,POINT (-122.410555804693 37.7946355743793),16,6,3
688,10th St BETWEEN Mission St AND Howard St,14698,4,0,4,0,,,,55,49,4,4,5,2,0,0,0,0,,0,,,1,0,2,0,,0,,1,02/25/2022 03:43:22 PM,-122.415151142817,37.774662640449,POINT (-122.415151142817 37.774662640449),32,34,10
3441,South Van Ness Ave BETWEEN 22nd St AND 23rd St,9522,3,0,3,3,311,,0,4,24,27,1,,2,0,0,0,0,,0,,,1,1,3,0,,0,,1,01/19/2023 10:46:28 PM,-122.416490063782,37.754768024314,POINT (-122.416490063782 37.754768024314),53,20,2
2497,Fillmore St BETWEEN Post St AND Sutter St,1908,3,0,4,0,,,,3,9,2,5,3,0,0,0,0,1,1,0,,,1,0,2,0,,1,12695,1,10/07/2022 06:34:40 PM,-122.433177487401,37.785618185312,POINT (-122.433177487401 37.785618185312),101,15,11
4490,Ironwood Way BETWEEN Catalina St AND End,14770,3,0,3,2,117,,0,0,0,0,5,3,0,0,0,0,0,,1,13,,1,0,1,0,,0,,2,04/06/2023 05:20:30 PM,-122.380123080146,37.7356255461305,POINT (-122.380123080146 37.7356255461305),86,1,9
1368,Irving St BETWEEN 24th Ave AND 25th Ave,6558,2,0,3,5,53,,0,2,0,0,1,,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,05/27/2022 05:12:58 PM,-122.483031267368,37.7633071580198,POINT (-122.483031267368 37.7633071580198),39,35,7
2136,Howard St BETWEEN 11th St AND 12th St,6688,2,0,2,0,,,,1,9,0,2,1,1,0,0,0,0,,0,,,1,0,1,0,,0,,1,08/10/2022 10:56:06 PM,-122.41631111758,37.7724660464475,POINT (-122.41631111758 37.7724660464475),32,20,10
1866,Mission St BETWEEN Admiral Ave AND Maynard St,8208,3,0,3,0,,,,0,35,9,1,,3,0,0,0,0,,0,,,1,0,3,0,,0,,1,07/20/2022 10:18:47 PM,-122.430540002286,37.7295685496002,POINT (-122.430540002286 37.7295685496002),94,28,1
1128,Eddy St BETWEEN Taylor St AND Jones St,7669,2,0,3,0,,,,12,0,0,1,,3,0,0,0,0,,1,25,,1,0,1,0,,0,,1,05/10/2022 03:21:43 PM,-122.411786663719,37.7840417436456,POINT (-122.411786663719 37.7840417436456),20,36,10
3665,Saint Francis Blvd BETWEEN Santa Ana Ave AND San Benito Way,14275,2,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,2,02/07/2023 08:33:15 PM,-122.467549062161,37.7348819780707,POINT (-122.467549062161 37.7348819780707),116,41,8
3427,Ewing Ter BETWEEN Ewing Ter AND Ewing Ter,7939,2,0,2,0,,,,0,1,0,1,,0,0,0,0,0,,1,1312,,1,0,2,0,,0,,2,01/19/2023 08:54:21 PM,-122.448922682493,37.7799854325975,POINT (-122.448922682493 37.7799854325975),12,18,4
1248,03rd St BETWEEN Folsom St AND Harrison St,1044,2,0,2,0,,,,0,4,0,2,1,3,0,0,0,0,,0,,,1,0,2,0,,0,,1,05/23/2022 10:56:15 PM,-122.398171142401,37.783174211568,POINT (-122.398171142401 37.783174211568),32,34,10
2923,Natoma St BETWEEN 05th St AND 06th St,12260,4,0,4,5,21368,,0,35,40,11,1,,4,0,0,0,1,0,1,5,,1,0,2,0,,0,,1,11/17/2022 08:17:10 PM,-122.406578857827,37.7810435268652,POINT (-122.406578857827 37.7810435268652),32,34,10
698,Harrison St BETWEEN 09th St AND 10th St,6045,3,0,3,0,,,,26,4,0,2,1,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,02/25/2022 05:31:38 PM,-122.41069084304,37.7720576923764,POINT (-122.41069084304 37.7720576923764),32,34,10
4037,Crestlake Dr BETWEEN Yorba St AND Wawona St,16886,2,0,2,0,,,,0,0,0,1,,1,0,0,0,0,,1,313,,1,1,2,0,,0,,2,02/22/2023 09:55:03 PM,-122.490662499724,37.736490282141,POINT (-122.490662499724 37.736490282141),40,35,7
4679,Bush St BETWEEN Broderick St AND Baker St,6229,2,0,2,1,14,,0,0,2,0,1,,1,0,0,0,1,0,1,2,,1,0,2,0,,0,,1,04/25/2023 07:21:15 PM,-122.442548301017,37.7858631647263,POINT (-122.442548301017 37.7858631647263),103,30,6
1504,Judah St BETWEEN 34th Ave AND 35th Ave,11376,3,0,2,0,,,,0,31,3,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,06/07/2022 08:22:47 PM,-122.493617158406,37.7609736046165,POINT (-122.493617158406 37.7609736046165),39,35,7
1503,38th Ave BETWEEN Judah St AND Kirkham St,11911,3,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,1,0,3,0,,0,,2,06/07/2022 08:05:32 PM,-122.497300794552,37.7598737605994,POINT (-122.497300794552 37.7598737605994),39,35,7
4310,Naglee Ave BETWEEN Mission St AND Ellington Ave,471,4,0,4,0,,,,0,14,0,4,1,0,0,0,0,0,,0,,,1,0,3,0,,0,,2,03/15/2023 04:37:50 PM,-122.446445553842,37.7118764026064,POINT (-122.446445553842 37.7118764026064),66,28,1
189,Brazil Ave BETWEEN Madrid St AND Edinburg St,8277,2,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,2,01/29/2022 12:28:46 AM,-122.431246332323,37.7229806703947,POINT (-122.431246332323 37.7229806703947),90,7,1
1517,Mission St BETWEEN Persia Ave AND Onondaga Ave,9253,3,0,3,4,6311,,0,100,88,5,5,4,6,0,0,0,1,0,0,,,1,0,2,0,,1,569,1,06/08/2022 04:48:57 PM,-122.436727042804,37.722149189087,POINT (-122.436727042804 37.722149189087),80,28,1
2958,Roosevelt Way BETWEEN Clifford Ter AND 17th St,9788,2,0,2,1,6,,0,1,6,0,2,1,2,0,0,0,0,,0,,,1,1,2,0,,0,,2,11/29/2022 10:24:34 PM,-122.444227113942,37.7628571192433,POINT (-122.444227113942 37.7628571192433),112,5,5
3858,Clement St BETWEEN 19th Ave AND 20th Ave,2281,2,0,2,1,11,,0,15,19,0,2,1,0,0,0,0,1,0,0,,,1,0,2,0,,0,,1,02/16/2023 09:06:21 PM,-122.478979568993,37.7822845733592,POINT (-122.478979568993 37.7822845733592),8,29,4
608,Powell St BETWEEN Washington St AND Jackson St,14833,2,0,2,3,74,,1,14,5,1,2,1,0,0,0,0,0,,0,,,0,0,,0,,0,,1,02/17/2022 10:56:33 PM,-122.409823380394,37.7951815717293,POINT (-122.409823380394 37.7951815717293),16,6,3
3789,Taylor St BETWEEN Union St AND Filbert St,16842,3,0,3,0,,,,7,4,1,1,,1,0,0,0,0,,0,,,1,0,3,0,,0,,1,02/14/2023 10:59:51 PM,-122.414213715784,37.80029093785,POINT (-122.414213715784 37.80029093785),107,32,3
4146,Judah St BETWEEN 08th Ave AND 09th Ave,9443,5,0,5,2,0,milk crates,0,9,20,4,2,1,0,0,0,0,0,,0,,,0,0,,0,,0,,1,03/02/2023 08:06:37 PM,-122.4656477042,37.7621984197159,POINT (-122.4656477042 37.7621984197159),109,14,11
2008,San Bruno Ave BETWEEN Woolsey St AND Paul Ave,14228,2,0,2,2,311,,0,57,47,4,1,,0,0,0,0,0,,0,,,0,0,,0,,0,,1,07/28/2022 05:08:55 PM,-122.402343893252,37.7245824949814,POINT (-122.402343893252 37.7245824949814),91,25,2
4141,Irving St BETWEEN 04th Ave AND 05th Ave,6575,2,0,2,0,,,,19,17,20,2,1,0,0,0,0,1,0,0,,,1,0,2,0,,0,,2,03/02/2023 07:11:42 PM,-122.461494122499,37.7642483693004,POINT (-122.461494122499 37.7642483693004),109,14,11
513,Howth St BETWEEN Niagara Ave AND Mount Vernon Ave,6685,3,0,2,8,116,,0,0,19,0,3,1,0,0,0,0,0,,0,,,1,0,2,0,,0,,2,02/11/2022 10:58:03 PM,-122.451299774753,37.7202540706667,POINT (-122.451299774753 37.7202540706667),81,24,1
2956,Valencia St BETWEEN Duboce Ave AND 14th St,15971,3,0,3,0,,,,101,101,54,5,6,3,0,0,0,1,0,0,,,1,1,2,0,,0,,1,11/29/2022 09:45:42 PM,-122.422282057577,37.7690036871901,POINT (-122.422282057577 37.7690036871901),37,20,5
455,16th St BETWEEN Missouri St AND Wisconsin St,12232,2,0,2,1,6,,0,6,32,0,3,1,0,0,0,0,0,,0,,,0,0,,0,,0,,1,02/09/2022 12:16:56 AM,-122.398342244513,37.7663450640171,POINT (-122.398342244513 37.7663450640171),33,4,9
1280,Lombard St BETWEEN Laguna St AND Buchanan St,13009,3,0,3,6,6811,,0,17,27,13,1,,2,0,0,0,0,,0,,,1,0,3,0,,1,1,1,05/25/2022 09:19:56 PM,-122.43193857947,37.8003075174857,POINT (-122.43193857947 37.8003075174857),15,13,6
80,21st St BETWEEN Valencia St AND Guerrero St,2955,2,0,4,9,45110,golf clubs,0,5,1,5,1,,0,0,0,0,0,,1,1213,,1,0,3,0,,0,,2,01/22/2022 12:12:11 AM,-122.42223728734,37.7568403430357,POINT (-122.42223728734 37.7568403430357),52,20,5
4253,Post St BETWEEN Larkin St AND Polk St,5860,3,0,4,4,73,,0,101,101,46,2,1,8,0,0,0,0,,0,,,1,1,2,0,,0,,1,03/09/2023 04:56:56 PM,-122.419099464866,37.7869327403853,POINT (-122.419099464866 37.7869327403853),50,36,10
3977,Indiana St BETWEEN Cesar Chavez St AND Marin St,1559,2,0,3,50,13456711129,,0,25,20,0,1,,7,0,0,0,0,,0,,,0,0,,0,,0,,1,02/21/2023 06:58:29 PM,-122.390364521172,37.749451758604,POINT (-122.390364521172 37.749451758604),56,1,9
403,20th St BETWEEN Tennessee St AND Minnesota St,4609,2,0,2,1,10,,0,1,26,0,2,1,0,0,0,0,1,0,0,,,0,0,,0,,0,,1,02/08/2022 07:27:51 PM,-122.389983860969,37.7604515421445,POINT (-122.389983860969 37.7604515421445),55,26,9
3384,17th St BETWEEN Arkansas St AND Carolina St,12201,2,0,2,0,,,,17,16,0,3,1,0,0,0,0,0,,0,,,1,0,1,0,,0,,,01/12/2023 11:43:00 PM,-122.399668343824,37.7649557288934,POINT (-122.399668343824 37.7649557288934),54,4,9
2199,Farview Ct BETWEEN Marview Way AND End,8553,2,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,0,0,,0,,0,,2,08/17/2022 10:20:40 PM,-122.450511340496,37.7553115860165,POINT (-122.450511340496 37.7553115860165),47,38,8
1780,California St BETWEEN 11th Ave AND 12th Ave,6129,2,0,2,1,5,,0,0,3,0,1,,0,0,0,0,1,0,0,,,0,0,,0,,0,,2,06/17/2022 08:46:56 PM,-122.470457896882,37.7845535723942,POINT (-122.470457896882 37.7845535723942),5,11,4
2351,Mcallister St BETWEEN Market St AND Leavenworth St,6967,3,0,3,0,,,,18,77,21,1,,1,0,0,0,1,0,0,,,1,0,2,0,,0,,1,09/16/2022 07:25:58 PM,-122.412688147361,37.7810520417801,POINT (-122.412688147361 37.7810520417801),20,36,10
332,Page St BETWEEN Market St AND Gough St,555,2,0,4,2,3,,0,12,1,0,4,2,5,0,0,0,0,,0,,,1,0,1,0,,0,,1,02/04/2022 05:22:03 PM,-122.421343916383,37.774226773907,POINT (-122.421343916383 37.774226773907),21,9,11
2771,Powell St BETWEEN Jackson St AND Pacific Ave,10494,4,0,3,9,376,,0,22,16,16,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,1,11/07/2022 09:38:00 PM,-122.409987360662,37.7960545933485,POINT (-122.409987360662 37.7960545933485),104,6,3
2765,Bush St BETWEEN Taylor St AND Jones St,12651,4,0,3,2,7,,0,16,101,14,5,3,2,0,0,0,0,,0,,,1,0,2,0,,0,,1,11/04/2022 09:13:02 PM,-122.412902129655,37.7896346155503,POINT (-122.412902129655 37.7896346155503),50,21,3
2257,Grant Ave BETWEEN Green St AND Union St,8838,3,0,2,0,,,,12,31,10,1,,0,0,0,0,1,0,0,,,1,0,2,0,,0,,1,09/02/2022 08:55:42 PM,-122.40748984295,37.8001708493041,POINT (-122.40748984295 37.8001708493041),106,23,3
3110,Valencia St BETWEEN 23rd St AND 24th St,15958,3,0,4,5,41170,loose tree stumps,0,40,101,0,4,1,2,0,0,0,1,0,0,,,1,1,3,0,,0,,1,12/08/2022 07:05:11 PM,-122.420738466255,37.7529033699595,POINT (-122.420738466255 37.7529033699595),53,20,2
4431,Visitacion Ave BETWEEN Schwerin St AND Rey St,15702,4,0,4,0,,,,0,8,0,5,3,0,0,0,0,0,,0,,,1,0,2,0,,0,,2,03/31/2023 03:03:52 PM,-122.41110625457,37.7123357496505,POINT (-122.41110625457 37.7123357496505),75,40,9
6,Jones St BETWEEN Francisco St AND Columbus Ave,8549,4,0,3,1,0,Bucket with trash,0,4,4,3,5,4,0,0,0,0,0,,0,,,0,0,,0,,0,,1,01/19/2022 09:49:22 PM,-122.416770552848,37.8045869357179,POINT (-122.416770552848 37.8045869357179),107,32,6
1016,Missouri St BETWEEN Mariposa St AND 18th St,6449,2,0,2,2,0,Two pair shoes on electrical line,0,1,9,1,2,1,1,0,0,0,0,,0,,,1,1,3,0,,0,,2,04/19/2022 07:50:43 PM,-122.396598880448,37.7632200794742,POINT (-122.396598880448 37.7632200794742),54,26,9
3780,16th St BETWEEN Mississippi St AND Missouri St,3807,2,0,2,0,,,,20,14,0,1,,0,0,0,0,1,0,0,,,1,0,2,0,,0,,,02/14/2023 06:42:15 PM,-122.395978824611,37.7664872762567,POINT (-122.395978824611 37.7664872762567),54,4,9
4208,26th Ave BETWEEN Kirkham St AND Lawton St,2351,3,0,3,3,14,,0,0,0,0,1,,0,0,0,0,0,,1,12,,1,0,3,0,,0,,1,03/07/2023 08:37:28 PM,-122.4842998215,37.7585688909507,POINT (-122.4842998215 37.7585688909507),39,35,7
2904,09th St BETWEEN Market St AND Mission St,1030,4,0,2,2,117,,0,26,51,23,5,8,3,0,0,0,1,0,0,,,1,0,2,0,,0,,1,11/17/2022 04:30:30 PM,-122.415501345641,37.7768621839801,POINT (-122.415501345641 37.7768621839801),32,34,10
3530,Clement St BETWEEN 40th Ave AND 41st Ave,5688,2,0,3,0,,,,0,2,0,1,,0,0,0,0,0,,1,123,,1,0,1,0,,0,,2,01/24/2023 07:41:51 PM,-122.501478520274,37.7812519925465,POINT (-122.501478520274 37.7812519925465),8,29,4
2002,Minna St BETWEEN 07th St AND 08th St,8131,4,0,4,0,,,,41,63,10,4,4,5,0,0,0,0,,0,,,1,0,3,0,,0,,1,07/28/2022 12:21:37 AM,-122.411522306599,37.7779108463104,POINT (-122.411522306599 37.7779108463104),32,34,10
3051,Valencia St BETWEEN 17th St AND 18th St,5525,3,0,3,0,,,,101,101,22,4,1,0,20,0,0,1,0,0,,,1,0,2,0,,0,,1,12/06/2022 07:08:08 PM,-122.421654959847,37.7625003385383,POINT (-122.421654959847 37.7625003385383),53,20,5
2219,Graystone Ter BETWEEN Twin Peaks Blvd AND Villa Ter,7061,2,0,2,0,,,,1,1,0,1,,0,0,0,0,1,0,1,122313,,1,0,3,0,,0,,2,08/22/2022 09:25:27 PM,-122.447011506844,37.7581535774923,POINT (-122.447011506844 37.7581535774923),47,5,5
1952,Howard St BETWEEN 10th St AND 11th St,6690,2,0,2,0,,,,24,28,12,5,5,4,0,0,0,0,,0,,,0,0,,0,,0,,1,07/27/2022 05:15:36 PM,-122.414977758984,37.7735769037306,POINT (-122.414977758984 37.7735769037306),32,34,10
1279,Lombard St BETWEEN Buchanan St AND Webster St,7055,4,0,3,3,311,,0,30,11,2,3,1,5,0,0,0,1,0,0,,,1,1,3,0,,0,,1,05/25/2022 09:00:11 PM,-122.433608352649,37.8002230513083,POINT (-122.433608352649 37.8002230513083),17,13,6
1094,Market St BETWEEN Steuart St AND Main St,1428,2,0,2,0,,,,10,20,11,1,,0,0,0,0,1,0,0,,,0,0,,0,,1,512,1,04/29/2022 08:43:15 PM,-122.39568140859,37.7938270565991,POINT (-122.39568140859 37.7938270565991),108,8,3
2673,Folsom St BETWEEN 05th St AND 06th St,4887,5,0,5,0,,,,25,74,14,5,7,3,0,0,0,1,0,0,,,1,0,3,0,,1,1295,1,10/25/2022 08:52:45 PM,-122.404501251306,37.7793850437025,POINT (-122.404501251306 37.7793850437025),32,34,10
2945,Folsom St BETWEEN 13th St AND 14th St,8244,4,0,5,0,,,,90,46,17,1,,1,0,0,0,1,0,0,,,1,0,2,0,,0,,1,11/29/2022 07:59:51 PM,-122.415612329799,37.7690643032405,POINT (-122.415612329799 37.7690643032405),53,20,2
4291,Castro St BETWEEN Jersey St AND 25th St,5958,2,0,2,0,,,,4,18,0,2,1,1,0,0,0,0,,0,,,1,1,1,0,,1,956,1,03/10/2023 09:55:29 PM,-122.433967801832,37.7500953672155,POINT (-122.433967801832 37.7500953672155),84,22,5
1164,Clement St BETWEEN 10th Ave AND 11th Ave,13677,2,0,2,3,37,,0,7,2,0,1,,0,0,0,0,1,0,0,,,1,0,1,0,,1,1,1,05/13/2022 08:03:38 PM,-122.469250458733,37.7827313536861,POINT (-122.469250458733 37.7827313536861),5,11,4
2957,Levant St BETWEEN States St AND Lower Ter,10598,2,0,2,0,,,,1,1,0,2,1,0,0,0,0,0,,0,,,1,1,3,0,,0,,2,11/29/2022 10:02:47 PM,-122.442146891527,37.7641292284671,POINT (-122.442146891527 37.7641292284671),113,5,5
3616,37th Ave BETWEEN Geary Blvd AND Anza St,1658,4,0,4,4,69,,0,0,1,0,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,2,02/01/2023 06:26:58 PM,-122.4975231195,37.7785417288167,POINT (-122.4975231195 37.7785417288167),8,29,4
2064,Andover St BETWEEN Eugenia Ave AND Cortland Ave,4228,3,0,2,0,,,,0,5,14,4,3,3,0,0,0,1,0,1,13,,1,1,3,0,,0,,1,07/29/2022 10:27:05 PM,-122.416475764399,37.7397541427135,POINT (-122.416475764399 37.7397541427135),83,2,2
4528,Selby St BETWEEN Hudson Ave AND Innes Ave,10792,4,0,1,3,3511,,0,5,9,0,1,,0,0,0,0,0,,0,,,0,0,,0,,0,,1,04/11/2023 06:36:04 PM,-122.396021446976,37.7439622653728,POINT (-122.396021446976 37.7439622653728),85,1,9
1213,28th Ave BETWEEN Judah St AND Kirkham St,2106,2,0,3,2,54,,0,5,3,1,1,,2,0,0,0,0,,0,,,1,0,2,0,,0,,2,05/18/2022 12:28:33 AM,-122.486588991152,37.7603460194662,POINT (-122.486588991152 37.7603460194662),39,35,7
62,Buchanan St BETWEEN Lombard St AND Chestnut St,8423,3,0,4,1,7,,0,0,8,0,2,1,1,0,0,0,1,0,0,,,1,0,1,1,0,0,,1,01/21/2022 08:10:49 PM,-122.43287185988,37.8007529041063,POINT (-122.43287185988 37.8007529041063),17,13,6
387,Bush St BETWEEN Larkin St AND Polk St,12647,2,0,2,3,745,,0,37,26,5,4,4,1,0,0,0,0,,0,,,1,0,3,0,,0,,1,02/07/2022 09:06:14 PM,-122.419494595132,37.7888092776737,POINT (-122.419494595132 37.7888092776737),50,21,3
2880,Laguna St BETWEEN Hayes St AND Grove St,8198,4,0,3,4,61025,,0,11,24,12,5,3,4,0,0,0,1,0,0,,,1,1,2,0,,1,1295,1,11/16/2022 04:08:21 PM,-122.426358216179,37.7769261960519,POINT (-122.426358216179 37.7769261960519),22,9,11
2273,Ofarrell St BETWEEN Security Pacific Pl AND Stockton St,1448,4,0,3,1,3,,0,2,7,5,3,6,0,0,0,0,1,0,1,2,,1,1,1,0,,1,129,1,09/07/2022 04:52:13 PM,-122.405872478383,37.7866814844204,POINT (-122.405872478383 37.7866814844204),19,8,3
3954,03rd St BETWEEN Evans Ave AND Galvez Ave,6411,2,0,5,0,,,,7,6,4,1,,4,0,0,0,0,,1,3,,1,0,3,0,,1,56,,02/20/2023 08:51:23 PM,-122.38820607436,37.741903445931,POINT (-122.38820607436 37.741903445931),86,1,9
4706,Bernal Heights Blvd BETWEEN Ellsworth St AND Anderson St,4490,2,0,2,0,,,,0,1,0,1,,0,0,0,0,1,0,1,133,,0,0,,0,,0,,2,05/01/2023 09:05:17 PM,-122.414711232432,37.7423457960592,POINT (-122.414711232432 37.7423457960592),83,2,2
2021,Selby St BETWEEN Oakdale Ave AND Palou Ave,1654,2,0,3,15,811325107,,0,0,13,0,4,4,2,0,0,0,0,,0,,,0,0,,0,,0,,1,07/28/2022 07:14:39 PM,-122.399979157319,37.7395938813945,POINT (-122.399979157319 37.7395938813945),87,1,9
4,15th St BETWEEN Church St AND Sanchez St,4378,2,0,2,0,,,,26,27,21,1,,0,0,0,0,0,,0,,,1,1,2,0,,0,,2,01/17/2022 04:56:07 PM,-122.429941657832,37.7660678764064,POINT (-122.429941657832 37.7660678764064),37,5,5
